payroll_id,employee_id,employee_name,role,contract_type,hire_date,termination_date,month,hours_worked,hourly_rate,base_salary,overtime_hours,overtime_pay,bonus,deductions,net_pay,payment_method,payment_status
PAY-E091-2019-04,E091,Laura Gomez,Manager,Part-time,2015-11-01,,2019-04,91,13.15,1196.65,0,0.0,12.53,202.12,1007.06,Cash,Paid
PAY-E150-2019-04,E150,Marta Fernandez,Manager,Full-time,2019-02-01,,2019-04,167,13.15,2104.0,7,161.09,1.62,374.28,1892.43,Bank Transfer,Paid
PAY-E107-2019-04,E107,Luis Moreno,Cashier,Full-time,2016-10-01,,2019-04,171,8.96,1433.6,11,172.48,36.97,277.98,1365.07,Cash,Paid
PAY-E013-2019-05,E013,Luis Moreno,Cashier,Part-time,2010-08-01,,2019-05,94,8.96,842.24,0,0.0,29.42,138.66,733.0,Bank Transfer,Paid
PAY-E100-2019-05,E100,Ana Torres,Cashier,Part-time,2016-06-01,,2019-05,100,8.96,896.0,0,0.0,9.67,123.09,782.58,Bank Transfer,Paid
PAY-E081-2019-05,E081,Javier Lopez,Cook,Part-time,2015-04-01,,2019-05,75,10.76,807.0,0,0.0,36.75,92.43,751.32,Bank Transfer,Paid
PAY-E014-2019-05,E014,Carlos Ruiz,Manager,Part-time,2010-09-01,,2019-05,87,13.15,1144.05,0,0.0,13.21,130.62,1026.64,Cash,Paid
PAY-E114-2019-05,E114,Luis Moreno,Cashier,Full-time,2017-02-01,,2019-05,164,8.96,1433.6,4,62.72,35.48,172.15,1359.65,Bank Transfer,Delayed
PAY-E095-2019-05,E095,Laura Gomez,Manager,Full-time,2016-02-01,,2019-05,169,13.15,2104.0,9,207.11,2.54,403.94,1909.71,Cash,Paid
PAY-E048-2019-06,E048,Cristina Perez,Manager,Full-time,2013-12-01,,2019-06,165,13.15,2104.0,5,115.06,99.73,384.68,1934.11,Bank Transfer,Paid
PAY-E130-2019-06,E130,Ana Torres,Cashier,Part-time,2017-11-01,,2019-06,81,8.96,725.76,0,0.0,55.65,134.68,646.73,Bank Transfer,Pending
PAY-E055-2019-06,E055,Ana Torres,Manager,Full-time,2014-05-01,,2019-06,171,13.15,2104.0,11,253.14,90.85,319.49,2128.5,Bank Transfer,Paid
PAY-E085-2019-06,E085,Ana Torres,Cook,Full-time,2015-08-01,,2019-06,167,10.76,1721.6,7,131.81,77.92,196.95,1734.38,Cash,Paid
PAY-E056-2019-06,E056,Ana Torres,Barista,Full-time,2014-05-01,,2019-06,166,9.56,1529.6,6,100.38,55.64,174.48,1511.14,Bank Transfer,Paid
PAY-E136-2019-06,E136,Carlos Ruiz,Manager,Part-time,2018-03-01,,2019-06,72,13.15,946.8,0,0.0,95.86,118.23,924.43,Bank Transfer,Paid
PAY-E055-2019-07,E055,Ana Torres,Manager,Full-time,2014-05-01,,2019-07,173,13.15,2104.0,13,299.16,74.88,252.51,2225.53,Cash,Paid
PAY-E109-2019-07,E109,Laura Gomez,Cook,Full-time,2016-11-01,,2019-07,152,10.76,1635.52,0,0.0,24.34,271.45,1388.41,Bank Transfer,Paid
PAY-E053-2019-07,E053,Luis Moreno,Barista,Full-time,2014-03-01,,2019-07,157,9.56,1500.92,0,0.0,92.88,211.35,1382.45,Cash,Paid
PAY-E112-2019-07,E112,Luis Moreno,Cook,Full-time,2017-01-01,,2019-07,163,10.76,1721.6,3,56.49,45.31,239.16,1584.24,Bank Transfer,Paid
PAY-E019-2019-07,E019,Cristina Perez,Cook,Full-time,2011-01-01,,2019-07,170,10.76,1721.6,10,188.3,77.62,208.81,1778.71,Bank Transfer,Paid
PAY-E129-2019-08,E129,Laura Gomez,Cashier,Full-time,2017-11-01,,2019-08,157,8.96,1406.72,0,0.0,30.91,188.73,1248.9,Cash,Pending
PAY-E113-2019-08,E113,Javier Lopez,Barista,Full-time,2017-01-01,,2019-08,154,9.56,1472.24,0,0.0,43.84,259.19,1256.89,Cash,Pending
PAY-E008-2019-08,E008,Cristina Perez,Barista,Full-time,2010-03-01,,2019-08,150,9.56,1434.0,0,0.0,64.28,216.36,1281.92,Bank Transfer,Paid
PAY-E137-2019-08,E137,Cristina Perez,Manager,Part-time,2018-05-01,,2019-08,88,13.15,1157.2,0,0.0,67.73,175.13,1049.8,Bank Transfer,Paid
PAY-E158-2019-09,E158,Ana Torres,Cook,Full-time,2019-08-01,,2019-09,161,10.76,1721.6,1,18.83,6.41,266.28,1480.56,Bank Transfer,Paid
PAY-E050-2019-09,E050,Javier Lopez,Cashier,Full-time,2014-01-01,,2019-09,152,8.96,1361.92,0,0.0,45.01,176.46,1230.47,Cash,Paid
PAY-E141-2019-09,E141,Luis Moreno,Manager,Full-time,2018-09-01,,2019-09,171,13.15,2104.0,11,253.14,15.28,348.11,2024.31,Cash,Paid
PAY-E141-2019-09,E141,Luis Moreno,Manager,Full-time,2018-09-01,,2019-09,180,13.15,2104.0,20,460.25,21.42,259.57,2326.1,Bank Transfer,Paid
PAY-E149-2019-09,E149,Laura Gomez,Manager,Full-time,2019-02-01,,2019-09,172,13.15,2104.0,12,276.15,36.99,326.05,2091.09,Cash,Paid
PAY-E085-2019-09,E085,Ana Torres,Cook,Full-time,2015-08-01,,2019-09,173,10.76,1721.6,13,244.79,16.58,274.44,1708.53,Cash,Paid
PAY-E028-2019-10,E028,Carlos Ruiz,Manager,Part-time,2012-04-01,,2019-10,87,13.15,1144.05,0,0.0,13.03,198.46,958.62,Cash,Paid
PAY-E036-2019-10,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2019-10,74,9.56,707.44,0,0.0,18.29,85.54,640.19,Cash,Paid
PAY-E051-2019-10,E051,Marta Fernandez,Manager,Full-time,2014-01-01,,2019-10,166,13.15,2104.0,6,138.08,25.52,298.74,1968.86,Bank Transfer,Paid
PAY-E005-2019-10,E005,Ana Torres,Cook,Full-time,2010-02-01,,2019-10,177,10.76,1721.6,17,320.11,48.2,373.15,1716.76,Bank Transfer,Paid
PAY-E162-2019-10,E162,Cristina Perez,Barista,Full-time,2019-10-01,,2019-10,154,9.56,1472.24,0,0.0,22.31,170.87,1323.68,Bank Transfer,Paid
PAY-E011-2019-11,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2019-11,87,9.56,831.72,0,0.0,28.51,111.94,748.29,Cash,Paid
PAY-E095-2019-11,E095,Laura Gomez,Manager,Full-time,2016-02-01,,2019-11,170,13.15,2104.0,10,230.12,44.91,252.72,2126.31,Cash,Paid
PAY-E093-2019-11,E093,Ana Torres,Manager,Full-time,2015-12-01,,2019-11,179,13.15,2104.0,19,437.24,11.14,338.11,2214.27,Cash,Paid
PAY-E117-2019-11,E117,Ana Torres,Barista,Part-time,2017-04-01,,2019-11,85,9.56,812.6,0,0.0,44.36,86.15,770.81,Bank Transfer,Paid
PAY-E011-2019-11,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2019-11,77,9.56,736.12,0,0.0,3.85,112.09,627.88,Bank Transfer,Paid
PAY-E083-2019-11,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2019-11,155,9.56,1481.8,0,0.0,18.11,236.06,1263.85,Bank Transfer,Paid
PAY-E149-2019-11,E149,Laura Gomez,Manager,Full-time,2019-02-01,,2019-11,163,13.15,2104.0,3,69.04,40.56,348.91,1864.69,Cash,Paid
PAY-E006-2019-12,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2019-12,176,8.96,1433.6,16,250.88,42.68,184.56,1542.6,Cash,Paid
PAY-E035-2019-12,E035,Javier Lopez,Barista,Part-time,2013-01-01,,2019-12,85,9.56,812.6,0,0.0,89.38,102.51,799.47,Cash,Paid
PAY-E011-2019-12,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2019-12,95,9.56,908.2,0,0.0,66.61,157.33,817.48,Cash,Paid
PAY-E038-2019-12,E038,Marta Fernandez,Cook,Full-time,2013-03-01,,2019-12,171,10.76,1721.6,11,207.13,47.41,269.3,1706.84,Bank Transfer,Paid
PAY-E104-2019-12,E104,Ana Torres,Manager,Part-time,2016-08-01,,2019-12,82,13.15,1078.3,0,0.0,30.58,112.36,996.52,Cash,Paid
PAY-E145-2019-12,E145,Laura Gomez,Barista,Part-time,2018-12-01,,2019-12,89,9.56,850.84,0,0.0,27.7,121.3,757.24,Bank Transfer,Delayed
PAY-E170-2019-12,E170,Carlos Ruiz,Cook,Full-time,2019-12-01,,2019-12,167,10.76,1721.6,7,131.81,60.27,209.36,1704.32,Cash,Paid
PAY-E001-2020-01,E001,Carlos Ruiz,Cook,Full-time,2010-01-01,,2020-01,172,10.97,1755.2,12,230.37,26.49,238.15,1773.91,Cash,Paid
PAY-E167-2020-01,E167,Cristina Perez,Cook,Part-time,2019-11-01,,2020-01,82,10.97,899.54,0,0.0,17.53,150.74,766.33,Bank Transfer,Paid
PAY-E108-2020-01,E108,Luis Moreno,Manager,Full-time,2016-10-01,,2020-01,158,13.41,2118.78,0,0.0,23.86,254.12,1888.52,Bank Transfer,Paid
PAY-E049-2020-02,E049,Laura Gomez,Manager,Part-time,2013-12-01,,2020-02,83,13.41,1113.03,0,0.0,32.58,137.81,1007.8,Cash,Paid
PAY-E134-2020-02,E134,Laura Gomez,Cook,Full-time,2018-02-01,,2020-02,169,10.97,1755.2,9,172.78,13.78,299.9,1641.86,Bank Transfer,Paid
PAY-E105-2020-02,E105,Luis Moreno,Cashier,Full-time,2016-09-01,,2020-02,175,9.14,1462.4,15,239.93,27.88,197.76,1532.45,Cash,Paid
PAY-E102-2020-03,E102,Marta Fernandez,Barista,Full-time,2016-07-01,,2020-03,164,9.75,1560.0,4,68.25,39.16,293.36,1374.05,Bank Transfer,Paid
PAY-E169-2020-03,E169,Ana Torres,Cashier,Full-time,2019-12-01,,2020-03,162,9.14,1462.4,2,31.99,39.3,251.63,1282.06,Bank Transfer,Paid
PAY-E154-2020-04,E154,Laura Gomez,Manager,Full-time,2019-03-01,,2020-04,162,13.41,2145.6,2,46.94,30.7,314.99,1908.25,Bank Transfer,Delayed
PAY-E017-2020-04,E017,Cristina Perez,Manager,Full-time,2010-12-01,,2020-04,176,13.41,2145.6,16,375.48,8.76,353.04,2176.8,Bank Transfer,Paid
PAY-E099-2020-04,E099,Luis Moreno,Barista,Part-time,2016-05-01,,2020-04,91,9.75,887.25,0,0.0,46.54,132.09,801.7,Bank Transfer,Paid
PAY-E060-2020-05,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2020-05,174,13.41,2145.6,14,328.55,19.97,383.03,2111.09,Cash,Paid
PAY-E173-2020-05,E173,Cristina Perez,Barista,Full-time,2020-04-01,,2020-05,166,9.75,1560.0,6,102.38,0.77,259.93,1403.22,Bank Transfer,Paid
PAY-E041-2020-05,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2020-05,173,10.97,1755.2,13,249.57,41.49,354.41,1691.85,Cash,Paid
PAY-E148-2020-06,E148,Ana Torres,Cook,Full-time,2019-01-01,,2020-06,160,10.97,1755.2,0,0.0,95.76,303.99,1546.97,Cash,Delayed
PAY-E144-2020-06,E144,Ana Torres,Barista,Full-time,2018-10-01,,2020-06,176,9.75,1560.0,16,273.0,83.47,230.0,1686.47,Cash,Pending
PAY-E063-2020-07,E063,Cristina Perez,Cook,Part-time,2014-08-01,,2020-07,85,10.97,932.45,0,0.0,29.3,101.37,860.38,Bank Transfer,Paid
PAY-E118-2020-07,E118,Marta Fernandez,Manager,Full-time,2017-04-01,,2020-07,157,13.41,2105.37,0,0.0,84.01,291.17,1898.21,Cash,Paid
PAY-E151-2020-07,E151,Carlos Ruiz,Cashier,Full-time,2019-03-01,,2020-07,150,9.14,1371.0,0,0.0,76.07,175.19,1271.88,Cash,Paid
PAY-E088-2020-08,E088,Carlos Ruiz,Manager,Full-time,2015-10-01,,2020-08,179,13.41,2145.6,19,445.88,92.79,375.58,2308.69,Bank Transfer,Paid
PAY-E056-2020-08,E056,Ana Torres,Barista,Full-time,2014-05-01,,2020-08,157,9.75,1530.75,0,0.0,89.82,188.86,1431.71,Bank Transfer,Paid
PAY-E069-2020-08,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2020-08,176,13.41,2145.6,16,375.48,69.49,291.39,2299.18,Bank Transfer,Paid
PAY-E170-2020-09,E170,Carlos Ruiz,Cook,Full-time,2019-12-01,,2020-09,174,10.97,1755.2,14,268.77,42.85,365.08,1701.74,Cash,Paid
PAY-E148-2020-10,E148,Ana Torres,Cook,Full-time,2019-01-01,,2020-10,158,10.97,1733.26,0,0.0,19.89,280.53,1472.62,Bank Transfer,Paid
PAY-E126-2020-10,E126,Laura Gomez,Cashier,Part-time,2017-09-01,,2020-10,95,9.14,868.3,0,0.0,21.16,155.81,733.65,Bank Transfer,Paid
PAY-E045-2020-11,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2020-11,84,9.14,767.76,0,0.0,15.78,78.88,704.66,Bank Transfer,Paid
PAY-E031-2020-11,E031,Laura Gomez,Manager,Part-time,2012-07-01,,2020-11,73,13.41,978.93,0,0.0,16.27,148.31,846.89,Cash,Paid
PAY-E048-2020-12,E048,Cristina Perez,Manager,Full-time,2013-12-01,,2020-12,161,13.41,2145.6,1,23.47,88.35,276.24,1981.18,Bank Transfer,Paid
PAY-E054-2020-12,E054,Ana Torres,Manager,Part-time,2014-04-01,,2020-12,88,13.41,1180.08,0,0.0,74.88,207.24,1047.72,Cash,Paid
PAY-E098-2021-01,E098,Javier Lopez,Barista,Full-time,2016-04-01,,2021-01,175,9.95,1592.0,15,261.19,24.33,225.45,1652.07,Bank Transfer,Paid
PAY-E046-2021-01,E046,Carlos Ruiz,Cashier,Full-time,2013-11-01,,2021-01,172,9.33,1492.8,12,195.93,8.17,198.94,1497.96,Cash,Paid
PAY-E035-2021-01,E035,Javier Lopez,Barista,Part-time,2013-01-01,,2021-01,90,9.95,895.5,0,0.0,4.82,143.66,756.66,Cash,Paid
PAY-E162-2021-01,E162,Cristina Perez,Barista,Full-time,2019-10-01,,2021-01,167,9.95,1592.0,7,121.89,27.87,287.04,1454.72,Cash,Paid
PAY-E081-2021-01,E081,Javier Lopez,Cook,Part-time,2015-04-01,,2021-01,73,11.19,816.87,0,0.0,17.55,128.81,705.61,Bank Transfer,Paid
PAY-E045-2021-02,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2021-02,89,9.33,830.37,0,0.0,14.33,127.16,717.54,Bank Transfer,Delayed
PAY-E073-2021-02,E073,Marta Fernandez,Manager,Full-time,2014-12-01,,2021-02,170,13.68,2188.8,10,239.4,40.39,313.49,2155.1,Cash,Paid
PAY-E173-2021-02,E173,Cristina Perez,Barista,Full-time,2020-04-01,,2021-02,152,9.95,1512.4,0,0.0,3.96,193.32,1323.04,Cash,Paid
PAY-E115-2021-02,E115,Marta Fernandez,Cook,Full-time,2017-02-01,,2021-02,159,11.19,1779.21,0,0.0,35.52,269.36,1545.37,Cash,Paid
PAY-E098-2021-02,E098,Javier Lopez,Barista,Full-time,2016-04-01,,2021-02,164,9.95,1592.0,4,69.65,39.05,297.8,1402.9,Cash,Paid
PAY-E033-2021-03,E033,Laura Gomez,Manager,Full-time,2012-09-01,,2021-03,153,13.68,2093.04,0,0.0,3.19,356.98,1739.25,Bank Transfer,Paid
PAY-E170-2021-03,E170,Carlos Ruiz,Cook,Full-time,2019-12-01,,2021-03,162,11.19,1790.4,2,39.16,26.2,333.44,1522.32,Bank Transfer,Paid
PAY-E073-2021-04,E073,Marta Fernandez,Manager,Full-time,2014-12-01,,2021-04,177,13.68,2188.8,17,406.98,45.76,446.79,2194.75,Cash,Pending
PAY-E033-2021-04,E033,Laura Gomez,Manager,Full-time,2012-09-01,,2021-04,167,13.68,2188.8,7,167.58,46.74,345.77,2057.35,Bank Transfer,Pending
PAY-E092-2021-04,E092,Javier Lopez,Manager,Full-time,2015-11-01,,2021-04,172,13.68,2188.8,12,287.28,26.96,368.61,2134.43,Cash,Paid
PAY-E112-2021-05,E112,Luis Moreno,Cook,Full-time,2017-01-01,,2021-05,159,11.19,1779.21,0,0.0,18.29,217.11,1580.39,Cash,Paid
PAY-E164-2021-05,E164,Cristina Perez,Manager,Full-time,2019-10-01,,2021-05,166,13.68,2188.8,6,143.64,40.77,398.31,1974.9,Cash,Paid
PAY-E089-2021-05,E089,Laura Gomez,Barista,Part-time,2015-11-01,,2021-05,87,9.95,865.65,0,0.0,0.42,150.49,715.58,Cash,Paid
PAY-E114-2021-05,E114,Luis Moreno,Cashier,Full-time,2017-02-01,,2021-05,174,9.33,1492.8,14,228.59,21.52,215.13,1527.78,Bank Transfer,Paid
PAY-E106-2021-06,E106,Laura Gomez,Barista,Part-time,2016-10-01,,2021-06,77,9.95,766.15,0,0.0,41.04,107.99,699.2,Bank Transfer,Paid
PAY-E112-2021-06,E112,Luis Moreno,Cook,Full-time,2017-01-01,,2021-06,175,11.19,1790.4,15,293.74,92.8,358.34,1818.6,Cash,Paid
PAY-E042-2021-06,E042,Javier Lopez,Barista,Full-time,2013-08-01,,2021-06,173,9.95,1592.0,13,226.36,62.56,228.54,1652.38,Bank Transfer,Delayed
PAY-E166-2021-06,E166,Ana Torres,Cashier,Part-time,2019-11-01,,2021-06,75,9.33,699.75,0,0.0,30.93,79.52,651.16,Cash,Paid
PAY-E097-2021-06,E097,Carlos Ruiz,Manager,Part-time,2016-04-01,,2021-06,78,13.68,1067.04,0,0.0,76.04,159.3,983.78,Cash,Paid
PAY-E006-2021-07,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2021-07,157,9.33,1464.81,0,0.0,27.22,150.96,1341.07,Bank Transfer,Paid
PAY-E184-2021-07,E184,Marta Fernandez,Barista,Full-time,2021-07-01,,2021-07,159,9.95,1582.05,0,0.0,82.86,232.87,1432.04,Cash,Paid
PAY-E003-2021-07,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2021-07,175,9.33,1492.8,15,244.91,22.54,187.32,1572.93,Bank Transfer,Paid
PAY-E065-2021-08,E065,Cristina Perez,Cashier,Full-time,2014-08-01,,2021-08,166,9.33,1492.8,6,97.97,73.28,194.15,1469.9,Cash,Paid
PAY-E114-2021-08,E114,Luis Moreno,Cashier,Full-time,2017-02-01,,2021-08,159,9.33,1483.47,0,0.0,94.9,177.86,1400.51,Bank Transfer,Paid
PAY-E025-2021-08,E025,Cristina Perez,Barista,Part-time,2011-08-01,,2021-08,87,9.95,865.65,0,0.0,61.67,111.52,815.8,Cash,Paid
PAY-E056-2021-09,E056,Ana Torres,Barista,Full-time,2014-05-01,,2021-09,150,9.95,1492.5,0,0.0,8.37,183.24,1317.63,Bank Transfer,Paid
PAY-E061-2021-09,E061,Marta Fernandez,Cashier,Full-time,2014-07-01,,2021-09,157,9.33,1464.81,0,0.0,0.45,151.45,1313.81,Cash,Paid
PAY-E084-2021-09,E084,Luis Moreno,Cook,Full-time,2015-08-01,,2021-09,154,11.19,1723.26,0,0.0,18.57,186.65,1555.18,Bank Transfer,Paid
PAY-E161-2021-10,E161,Marta Fernandez,Barista,Full-time,2019-09-01,,2021-10,174,9.95,1592.0,14,243.77,17.37,317.52,1535.62,Bank Transfer,Paid
PAY-E138-2021-10,E138,Cristina Perez,Cashier,Full-time,2018-05-01,,2021-10,162,9.33,1492.8,2,32.66,17.91,170.97,1372.4,Bank Transfer,Paid
PAY-E033-2021-10,E033,Laura Gomez,Manager,Full-time,2012-09-01,,2021-10,164,13.68,2188.8,4,95.76,27.95,331.66,1980.85,Cash,Paid
PAY-E082-2021-10,E082,Marta Fernandez,Cashier,Full-time,2015-05-01,,2021-10,155,9.33,1446.15,0,0.0,27.18,185.48,1287.85,Cash,Paid
PAY-E166-2021-10,E166,Ana Torres,Cashier,Part-time,2019-11-01,,2021-10,96,9.33,895.68,0,0.0,29.93,156.28,769.33,Bank Transfer,Paid
PAY-E068-2021-11,E068,Carlos Ruiz,Cook,Full-time,2014-10-01,,2021-11,169,11.19,1790.4,9,176.24,42.84,325.7,1683.78,Bank Transfer,Paid
PAY-E117-2021-11,E117,Ana Torres,Barista,Part-time,2017-04-01,,2021-11,72,9.95,716.4,0,0.0,32.91,107.24,642.07,Cash,Paid
PAY-E005-2021-11,E005,Ana Torres,Cook,Full-time,2010-02-01,,2021-11,171,11.19,1790.4,11,215.41,24.88,292.66,1738.03,Cash,Paid
PAY-E025-2021-12,E025,Cristina Perez,Barista,Part-time,2011-08-01,,2021-12,85,9.95,845.75,0,0.0,62.07,141.72,766.1,Cash,Paid
PAY-E018-2021-12,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2021-12,157,11.19,1756.83,0,0.0,68.48,192.88,1632.43,Bank Transfer,Paid
PAY-E052-2021-12,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2021-12,179,9.33,1492.8,19,310.22,91.18,201.54,1692.66,Bank Transfer,Paid
PAY-E165-2021-12,E165,Carlos Ruiz,Manager,Full-time,2019-11-01,,2021-12,173,13.68,2188.8,13,311.22,95.06,345.86,2249.22,Cash,Paid
PAY-E169-2021-12,E169,Ana Torres,Cashier,Full-time,2019-12-01,,2021-12,151,9.33,1408.83,0,0.0,85.89,181.26,1313.46,Bank Transfer,Paid
PAY-E186-2022-01,E186,Javier Lopez,Cashier,Part-time,2021-08-01,,2022-01,83,9.51,789.33,0,0.0,44.14,94.47,739.0,Bank Transfer,Paid
PAY-E169-2022-01,E169,Ana Torres,Cashier,Full-time,2019-12-01,,2022-01,166,9.51,1521.6,6,99.86,16.88,184.57,1453.77,Cash,Delayed
PAY-E107-2022-01,E107,Luis Moreno,Cashier,Full-time,2016-10-01,,2022-01,178,9.51,1521.6,18,299.56,15.76,329.39,1507.53,Cash,Paid
PAY-E164-2022-01,E164,Cristina Perez,Manager,Full-time,2019-10-01,,2022-01,163,13.95,2232.0,3,73.24,38.21,315.07,2028.38,Cash,Paid
PAY-E173-2022-01,E173,Cristina Perez,Barista,Full-time,2020-04-01,,2022-01,168,10.15,1624.0,8,142.1,27.28,233.15,1560.23,Cash,Paid
PAY-E171-2022-01,E171,Ana Torres,Barista,Full-time,2020-02-01,,2022-01,164,10.15,1624.0,4,71.05,22.37,226.3,1491.12,Bank Transfer,Pending
PAY-E078-2022-02,E078,Cristina Perez,Cook,Part-time,2015-03-01,,2022-02,86,11.41,981.26,0,0.0,27.82,175.65,833.43,Bank Transfer,Paid
PAY-E006-2022-02,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2022-02,164,9.51,1521.6,4,66.57,17.78,178.38,1427.57,Cash,Delayed
PAY-E177-2022-02,E177,Javier Lopez,Cashier,Full-time,2020-06-01,,2022-02,157,9.51,1493.07,0,0.0,11.65,248.11,1256.61,Bank Transfer,Paid
PAY-E142-2022-02,E142,Luis Moreno,Cashier,Full-time,2018-09-01,,2022-02,168,9.51,1521.6,8,133.14,45.89,269.96,1430.67,Cash,Paid
PAY-E177-2022-03,E177,Javier Lopez,Cashier,Full-time,2020-06-01,,2022-03,163,9.51,1521.6,3,49.93,46.51,177.41,1440.63,Bank Transfer,Paid
PAY-E025-2022-03,E025,Cristina Perez,Barista,Part-time,2011-08-01,,2022-03,97,10.15,984.55,0,0.0,30.12,102.4,912.27,Cash,Paid
PAY-E077-2022-03,E077,Cristina Perez,Cashier,Part-time,2015-02-01,,2022-03,86,9.51,817.86,0,0.0,2.06,117.41,702.51,Bank Transfer,Paid
PAY-E086-2022-03,E086,Carlos Ruiz,Cashier,Full-time,2015-08-01,,2022-03,172,9.51,1521.6,12,199.71,11.04,180.24,1552.11,Cash,Pending
PAY-E112-2022-03,E112,Luis Moreno,Cook,Full-time,2017-01-01,,2022-03,174,11.41,1825.6,14,279.55,29.76,299.7,1835.21,Bank Transfer,Paid
PAY-E191-2022-04,E191,Laura Gomez,Cashier,Full-time,2021-12-01,,2022-04,179,9.51,1521.6,19,316.21,28.8,203.46,1663.15,Cash,Paid
PAY-E129-2022-04,E129,Laura Gomez,Cashier,Full-time,2017-11-01,,2022-04,161,9.51,1521.6,1,16.64,9.52,197.44,1350.32,Bank Transfer,Paid
PAY-E179-2022-04,E179,Ana Torres,Manager,Full-time,2020-12-01,,2022-04,155,13.95,2162.25,0,0.0,49.38,330.19,1881.44,Cash,Paid
PAY-E125-2022-04,E125,Carlos Ruiz,Cashier,Part-time,2017-08-01,,2022-04,84,9.51,798.84,0,0.0,2.24,132.54,668.54,Bank Transfer,Paid
PAY-E147-2022-04,E147,Javier Lopez,Manager,Full-time,2019-01-01,,2022-04,154,13.95,2148.3,0,0.0,37.89,367.76,1818.43,Bank Transfer,Paid
PAY-E199-2022-04,E199,Javier Lopez,Cashier,Full-time,2022-04-01,,2022-04,157,9.51,1493.07,0,0.0,47.45,268.26,1272.26,Cash,Paid
PAY-E176-2022-04,E176,Javier Lopez,Cashier,Part-time,2020-06-01,,2022-04,92,9.51,874.92,0,0.0,40.21,113.85,801.28,Cash,Paid
PAY-E055-2022-05,E055,Ana Torres,Manager,Full-time,2014-05-01,,2022-05,166,13.95,2232.0,6,146.47,2.17,270.5,2110.14,Cash,Paid
PAY-E187-2022-05,E187,Carlos Ruiz,Barista,Full-time,2021-08-01,,2022-05,172,10.15,1624.0,12,213.15,30.9,194.74,1673.31,Bank Transfer,Paid
PAY-E178-2022-05,E178,Javier Lopez,Cashier,Full-time,2020-08-01,,2022-05,171,9.51,1521.6,11,183.07,13.57,288.95,1429.29,Cash,Delayed
PAY-E005-2022-05,E005,Ana Torres,Cook,Full-time,2010-02-01,,2022-05,150,11.41,1711.5,0,0.0,14.62,294.6,1431.52,Cash,Paid
PAY-E170-2022-05,E170,Carlos Ruiz,Cook,Full-time,2019-12-01,,2022-05,162,11.41,1825.6,2,39.94,25.43,296.46,1594.51,Cash,Paid
PAY-E006-2022-06,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2022-06,158,9.51,1502.58,0,0.0,84.95,238.23,1349.3,Cash,Delayed
PAY-E191-2022-06,E191,Laura Gomez,Cashier,Full-time,2021-12-01,,2022-06,176,9.51,1521.6,16,266.28,99.23,331.25,1555.86,Cash,Paid
PAY-E161-2022-06,E161,Marta Fernandez,Barista,Full-time,2019-09-01,,2022-06,160,10.15,1624.0,0,0.0,91.77,261.75,1454.02,Bank Transfer,Paid
PAY-E129-2022-06,E129,Laura Gomez,Cashier,Full-time,2017-11-01,,2022-06,166,9.51,1521.6,6,99.86,96.85,256.02,1462.29,Bank Transfer,Paid
PAY-E080-2022-07,E080,Marta Fernandez,Barista,Full-time,2015-04-01,,2022-07,179,10.15,1624.0,19,337.49,30.82,357.93,1634.38,Bank Transfer,Paid
PAY-E085-2022-07,E085,Ana Torres,Cook,Full-time,2015-08-01,,2022-07,168,11.41,1825.6,8,159.74,93.37,260.67,1818.04,Bank Transfer,Paid
PAY-E034-2022-07,E034,Cristina Perez,Barista,Full-time,2012-10-01,,2022-07,176,10.15,1624.0,16,284.2,90.37,316.11,1682.46,Cash,Delayed
PAY-E205-2022-07,E205,Ana Torres,Cashier,Full-time,2022-07-01,,2022-07,163,9.51,1521.6,3,49.93,96.9,207.33,1461.1,Cash,Paid
PAY-E135-2022-07,E135,Carlos Ruiz,Manager,Full-time,2018-02-01,,2022-07,156,13.95,2176.2,0,0.0,28.54,253.06,1951.68,Cash,Paid
PAY-E060-2022-08,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2022-08,165,13.95,2232.0,5,122.06,57.91,272.8,2139.17,Bank Transfer,Paid
PAY-E092-2022-08,E092,Javier Lopez,Manager,Full-time,2015-11-01,,2022-08,174,13.95,2232.0,14,341.77,97.51,464.9,2206.38,Cash,Paid
PAY-E155-2022-08,E155,Carlos Ruiz,Cook,Full-time,2019-05-01,,2022-08,171,11.41,1825.6,11,219.64,99.06,344.42,1799.88,Bank Transfer,Paid
